 CÓDIGO ;Número;Ramal/Estrada;Classificação;Segmentação;Rodovia/Estrada de acesso;Ponto de referencia ;Local de Início ;Local Termino ;Município;Calha;Extensão (km);Extensão de Obra (km);Und;Latitude Inicial;Longitude Inicial;Latitude Final;Longitude Final;Traçado KML;Traçado SHP;Ficha de Cadastro;Fotos;Relatorio;Mapa ;Assentamento Oficial;Acesso a Comunidades ou Distritos;Zona Agrícola ou Agropecuária;Zonas ou Pontos de Turísticos ;Atividade Industrial ;Nota Uso de Solo;População;Qtd. Sub-Vicinais ;Nota Nível de Ocupação;Acesso intermodal;Via de Acesso Alternativa ;Boa trafegabilidade terrestre;Infraestrutura de Acesso ;Acesso a serviços publicos;Nota de Vulnerabilidade de Transporte;Relevo;Tipo de Terreno;Unidades de Conservação;Sitio Arqueológico ;Terra Indigena ;OAES;Nota de Dificuldade de Elaboração de projeto e execução;Desenvolvimento Local;Vulnerabilidade de transporte ;Dificuldade de Elaboração;Soma;Prioridade;Revestimento;Qualidade do Pavimento Existente ;Fonte;Situação;ANO DE CONCLUSÃO;numero_ct_cv;RESUMO DO OBJETO;Custo Estimado ;Custo Contratatado 
RMMAO;257;RAMAL DO AREIAL I - AM-010;ESTRADA;PRIMÁRIO;AM-010;AM-010 - KM 33;Início do Ramal Areial I - am-010 - Km 33;Fim do Ramal Areial I - Em Frente ao CaFé das Meninas - BR-174 - Km 9,9;MANAUS;RMM;11,80;;km;"  2°52'56.84""S";" 59°57'8.57""W";"  2°53'27.35""S";" 60° 2'5.96""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 29.500.000,00;
RMMAO;258;RAMAL ÁGUA PRETA;ESTRADA;PRIMÁRIO;AM-010 ;AM-010 - KM 34;Início do Ramal Água Preta - Km 34;Fim do Ramal do Água Preta - Km 2,8;MANAUS;RMM;2,84;;km;"  2°52'31.76""S";" 59°57'12.31""W";"  2°51'27.03""S";" 59°58'13.56""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 7.100.000,00;
RMMAO;259;RAMAL ÁGUA BRANCA 2 ;ESTRADA;PRIMÁRIO;AM-010 ;AM-010 - KM 36,45;Início do Ramal Água Branca 2 - Escola Municipal Abílio Alencar - Km 36,45;Fim do Ramal Água Branca 2 - Km 17, 6;MANAUS;RMM;17,60;;km;"  2°51'32.19""S";" 59°56'28.15""W";"  2°53'26.02""S";" 59°51'43.99""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 44.000.000,00;
RMMAO;260;SUB. RAMAL 01 - RAMAL ÁGUA BRANCA 2 ;ESTRADA;PRIMÁRIO;RAMAL ÁGUA BRANCA 2;RAMAL ÁGUA BRANCA 2 - KM 2 ;Início Sub.Ramal 01 - Ramal Água Branca 2 - Km 2;Fim do Sub. Ramal 01 - Km 1,74;MANAUS;RMM;1,74;;km;"  2°52'10.57""S";" 59°55'40.10""W";"  2°53'0.09""S";" 59°55'42.94""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 4.350.000,00;
RMMAO;261;SUB. RAMAL 03 - RAMAL ÁGUA BRANCA 2;ESTRADA;PRIMÁRIO;RAMAL ÁGUA BRANCA 2;RAMAL ÁGUA BRANCA 2 - KM 9,6;Início do Sub. Ramal 03 - Ramal Água Branca 2 - Km 9,60;Fim do Sub.Ramal 03 - Ramal Água Branca 2 - Km 1,1;MANAUS;RMM;1,10;;km;"  2°52'17.19""S";" 59°52'35.14""W";"  2°51'49.22""S";" 59°52'19.90""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 2.750.000,00;
RMMAO;262;SUB. RAMAL 04 - RAMAL ÁGUA BRANCA 2 ;ESTRADA;PRIMÁRIO;RAMAL ÁGUA BRANCA 2;RAMAL ÁGUA BRANCA 2 - KM 10 ;Início do Sub.Ramal 04 - Ramal Água Branca 2 - Km 10 ;Fim do Sub.Ramal 04 - Ramal Água Branca 2 - Km 1,35;MANAUS;RMM;1,35;;km;"  2°52'24.34""S";" 59°52'30.61""W";"  2°53'2.62""S";" 59°52'19.44""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 3.375.000,00;
RMMAO;263;SUB. RAMAL 05 - RAMAL ÁGUA BRANCA 2  ;ESTRADA;PRIMÁRIO;RAMAL ÁGUA BRANCA 2;RAMAL ÁGUA BRANCA 2 - KM 10,8 ;Início do Sub.Ramal 05 - Ramal Água Branca 2 - Km 10,8 ;Fim do Sub.Ramal 05 - Ramal Água Branca 2 - Km 1,5 ;MANAUS;RMM;1,50;;km;"  2°52'11.17""S";" 59°52'9.42""W";"  2°51'49.59""S";" 59°51'52.18""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 3.750.000,00;
RMMAO;264;SUB. RAMAL 06 - RAMAL ÁGUA BRANCA 2;ESTRADA;PRIMÁRIO;RAMAL ÁGUA BRANCA 2 ;RAMAL ÁGUA BRANCA 2 - KM 14;Início do Sub.Ramal 06 - Ramal Água Branca 2 - Km 14 ;Fim do Sub.Ramal 06 - Ramal Água Branca 2 - Km 0,8;MANAUS;RMM;0,80;;km;"  2°53'22.83""S";" 59°51'24.66""W";"  2°53'45.96""S";" 59°51'33.40""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 2.000.000,00;
RMMAO;265;SUB. RAMAL 07 - RAMAL ÁGUA BRANCA 2 ;ESTRADA;PRIMÁRIO;RAMAL ÁGUA BRANCA 2 ;RAMAL ÁGUA BRANCA 2 - SUB.RAMAL 06 - KM 0,1;Início do Sub.Ramal 07 - Ramal Água Branca 2 - Sub.Ramal 06 - Km 0,1 ;Fim do Sub.Ramal 07 - Km 1,1 ;MANAUS;RMM;1,10;;km;"  2°53'23.79""S";" 59°51'26.14""W";"  2°53'41.40""S";" 59°51'48.72""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 2.750.000,00;
RMMAO;266;SUB. RAMAL 08 - RAMAL ÁGUA BRANCA 2 ;ESTRADA;PRIMÁRIO;RAMAL ÁGUA BRANCA 2;RAMAL ÁGUA BRANCA 2 - KM 16,3;Início do Sub. Ramal 08 - Ramal Água Branca 2 - Km 16,2;Fim do Sub.Ramal 08 - Ramal Água Branca 2 - Km 0,8;MANAUS;RMM;0,80;;km;"  2°53'55.05""S";" 59°51'35.25""W";"  2°54'11.17""S";" 59°51'45.07""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 2.000.000,00;
RMMAO;267;RAMAL ÁGUAS CLARAS ;ESTRADA;PRIMÁRIO;AM-010;AM-010 - KM 36,8;Início do Ramal Águas Claras - Am-010 - Km 36,8;Fim do Ramal Águas Claras - Núcleo Águas Claras - Centro Espírita BeneFicente União Do Vegetal - Km 1,7;MANAUS;RMM;1,70;;km;"  2°51'24.72""S";" 59°56'29.31""W";"  2°50'55.92""S";" 59°56'2.75""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 4.250.000,00;
RMMAO;268;RAMAL DA PETROBRÁS ;ESTRADA;PRIMÁRIO;RAMAL DO LEÃO ;RAMAL DO LEÃO - KM 1 ;Início do Ramal da Petrobrás - Dentro do Ramal do Leão - Km 1 ;Fim do Ramal da Petrobrás - Km 1,70;MANAUS;RMM;1,70;;km;"  2°50'41.51""S";" 59°57'29.53""W";"  2°50'30.00""S";" 59°58'43.18""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 4.250.000,00;
RMMAO;269;RAMAL DO LEÃO ;ESTRADA;PRIMÁRIO;AM-010;AM-010 - KM 38,5;Início do Ramal do Leão -  Am-010 -  Perto Sede Campestre Do Sindicato Dos Bancário - Km 38,5;Fim do Ramal do Leão - Km 3,35 ;MANAUS;RMM;3,35;;km;"  2°50'44.70""S";" 59°56'59.21""W";"  2°49'44.65""S ";" 59°57'54.55""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;VISITADO;;;;R$ 8.375.000,00;
RMMAO;270;SUB. RAMAL 01 - RAMAL DO LEÃO ;ESTRADA;PRIMÁRIO;RAMAL DO LEÃO ;RAMAL DO LEÃO - KM 1,5;Início do Sub.Ramal 01 - Ramal do Leão - ao Lado do Rancho Bonanza - Km 1,5 ;Fim do Sub.Ramal 01 - Ramal do Leão - Cachoeira do Leão - Km 2,1;MANAUS;RMM;2,10;;km;"  2°50'25.00""S";" 59°57'32.39""W";"  2°49'39.00""S";" 59°58'8.00""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 5.250.000,00;
RMMAO;271;RAMAL DO TAkALITO ;ESTRADA;PRIMÁRIO;AM-010;AM-010 - KM 39,9;Início do Ramal do TaKalito - Granja Miyamoto - Am-010 - Km39,9;Fim do Ramal do TaKalito - Km 3,63;MANAUS;RMM;3,63;;km;"  2°50'14.97""S";" 59°56'33.43""W";"  2°50'22.80""S";" 59°55'19.55""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 9.075.000,00;
RMMAO;272;SUB. RAMAL 01 - RAMAL DO AREAL ;ESTRADA;PRIMÁRIO;RAMAL DO AREAL ;RAMAL DO AREAL - KM 3;Início do Sub.Ramal 01 - Ramal do Areal - Km 3 ;Fim do Sub.Ramal 01 - Ramal do Areal - Km 8,49;MANAUS;RMM;8,49;;km;"  2°47'52.63""S";" 59°57'18.71""W";"  2°45'55.03""S";" 59°58'16.13""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 21.225.000,00;
RMMAO;273;RAMAL SÃO FRANCISCO ;ESTRADA;PRIMÁRIO;AM-010 ;AM-010 - KM 43,6;Início do Ramal São Francisco - Em Frente ao Posto Equador - Am-010 - Km 43,6;Fim do Ramal São Francisco - Km 12,4;MANAUS;RMM;12,40;;km;"  2°48'18.96""S";" 59°55'58.60""W";"  2°51'3.41""S";" 59°51'39.21""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 31.000.000,00;
RMMAO;274;SUB. RAMAL 01 - RAMAL SÃO FRANCISCO;ESTRADA;PRIMÁRIO;RAMAL SÃO FRANCISCO ;RAMAL SÃO FRANCISCO - KM 3,2 ;Início do Sub.Ramal 01 - Ramal do São Francisco - Km 3,2 ;Fim do Sub.Ramal 01 - Ramal do São Francisco - Km 3,7;MANAUS;RMM;3,70;;km;"  2°48'20.04""S";" 59°54'26.09""W";"  2°48'12.69""S";" 59°53'42.09""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 9.250.000,00;
RMMAO;275;SUB. RAMAL 02 - RAMAL SÃO FRANCISCO ;ESTRADA;PRIMÁRIO;RAMAL SÃO FRANCISCO ;RAMAL SÃO FRANCISCO - KM 5,2 ;Início do Sub.Ramal 02 - Ramal São Francisco - Perto da Comunidade São Sebastião - Km 5,1;Fim do Sub.Ramal 02 - Ramal São Francisco - Am-010 - Km 7,2;MANAUS;RMM;7,20;;km;"  2°48'8.46""S";" 59°52'56.51""W";"  2°46'29.22""S";" 59°55'25.11""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 18.000.000,00;
RMMAO;276;RAMAL DO PATUÁ ;ESTRADA;PRIMÁRIO;AM-010;AM-010 - KM 47,2;Início do Ramal do Patuá - Am-010 - Km 47,2;Fim do Ramal do Patuá - Km 7,2 ;MANAUS;RMM;7,20;;km;"  2°46'29.30""S";" 59°55'25.28""W";"  2°48'8.46""S";" 59°52'56.43""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 18.000.000,00;
RMMAO;277;SUB. RAMAL 01 - RAMAL DO PATUÁ ;ESTRADA;PRIMÁRIO;RAMAL DO PATUÁ ;RAMAL DO PATUÁ - KM 2;Início do Sub.Ramal 01 - Ramal do Patuá - Km 2 ;Fim do Sub.Ramal 01 - Ramal do Patuá - Km 1,5;MANAUS;RMM;1,50;;km;"  2°46'38.02""S";" 59°54'28.92""W";"  2°46'13.12""S";" 59°54'11.56""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 3.750.000,00;
RMMAO;278;SUB. RAMAL 02 - RAMAL DO PATUÁ ;ESTRADA;PRIMÁRIO;RAMAL DO PATUÁ ;RAMAL DO PATUÁ - KM 2,3;Início do Sub.Ramal 02 - Ramal do Patuá - Km 2,3;Fim do Sub.Ramal 02 - Ramal do Patuá - Km 0,3 ;MANAUS;RMM;0,30;;km;"  2°46'8.82""S";" 59°54'23.53""W";"  2°46'0.47""S";" 59°54'16.84""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 750.000,00;
RMMAO;279;SUB. RAMAL 03 - RAMAL DO PATUÁ ;ESTRADA;PRIMÁRIO;RAMAL DO PATUÁ ;RAMAL DO PATUÁ - KM 3,70 ;Início do Sub.Ramal 03 - Ramal do Patuá - Km 3,7 ;Fim do Sub.Ramal 03 - Ramal do Patuá - Km 3,2 ;MANAUS;RMM;3,20;;km;"  2°46'35.96""S";" 59°53'39.99""W";"  2°46'10.48""S";" 59°54'16.61""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 8.000.000,00;
RMMAO;280;RAMAL DA UNIÃO ;ESTRADA;PRIMÁRIO;AM-010 ;AM-010 - KM 44,8;Início do Ramal da União - Am-010 - Km 44,8;Fim do Ramal da União - Km 3;MANAUS;RMM;3,00;;km;"  2°47'39.15""S";" 59°55'53.26""W";"  2°46'33.15""S";" 59°56'31.66""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 7.500.000,00;
RMMAO;281;SUB. RAMAL 01 - RAMAL DA UNIÃO ;ESTRADA;PRIMÁRIO;RAMAL DA UNIÃO;RAMAL DA UNIÃO - KM 2 ;Início do Sub.Ramal 01 - Ramal da União - Km 2 ;Fim do Sub.Ramal 01 - Ramal da União - Km 1,5 ;MANAUS;RMM;1,50;;km;"  2°46'59.38""S";" 59°56'24.83""W";"  2°46'59.13""S";" 59°56'58.94""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 3.750.000,00;
RMMAO;282;SUB. RAMAL 02 - RAMAL DA UNIÃO ;ESTRADA;PRIMÁRIO;RAMAL DA UNIÃO;RAMAL DA UNIÃO - KM 2,8;Início do Sub.Ramal 02 - Ramal da União - Km 2,8  ;Fim do Sub.Ramal 02 - Ramal da União - Km 1,5;MANAUS;RMM;1,50;;km;"  2°46'38.36""S";" 59°56'26.97""W";"  2°46'16.45""S";" 59°56'56.89""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 3.750.000,00;
RMMAO;283;RAMAL DO SANTO ANTÔNIO ;ESTRADA;PRIMÁRIO;AM-010;AM-010 - KM 49,2;Início do Ramal do Santo Antônio - Am-010 - Km 49,2 ;Fim do Ramal do São Antônio - Km 3,6;MANAUS;RMM;3,70;;km;"  2°45'34.35""S";" 59°55'16.31""W";"  2°45'38.09""S";" 59°57'0.24""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 9.250.000,00;
RMMAO;284;SUB. RAMAL 01 - RAMAL DO SANTO ANTÔNIO ;ESTRADA;PRIMÁRIO;RAMAL DO SANTO ANTÔNIO ;RAMAL DO SANTO ANTÔNIO - KM 1,7;Início do Sub.Ramal 01 - Ramal do Santo Antônio - Km 1,7 ;Fim do Sub.Ramal 01 - Ramal do Santo Antônio - Km 1,7;MANAUS;RMM;1,70;;km;"  2°45'20.13""S";" 59°56'5.75""W";"  2°44'45.73""S";" 59°55'42.94""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 4.250.000,00;
RMMAO;285;SUB. RAMAL 02 - RAMAL DO SANTO ANTÔNIO ;ESTRADA;PRIMÁRIO;RAMAL DO SANTO ANTÔNIO ;SUB. RAMAL 01- RAMAL DO SANTO ANTÔNIO - KM 1,5;Início do Sub.Ramal 02 - Ramal do Santo Antônio - Km 1,5;Fim do Sub.Ramal 02 - Ramal do Santo Antônio - Km 3,2 ;MANAUS;RMM;3,20;;km;"  2°44'43.01""S";" 59°55'51.71""W";"  2°43'53.56""S";" 59°57'6.29""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 8.000.000,00;
RMMAO;286;SUB. RAMAL 03 - RAMAL DO SANTO ANTÔNIO ;ESTRADA;PRIMÁRIO;RAMAL DO SANTO ANTÔNIO ;SUB. RAMAL 02 - RAMAL DO SANTO ANTÔNIO - KM 3,7;Início do Sub.Ramal 03 - Ramal do Santo Antônio - Km 3,7;Fim do Sub. Ramal 03 - Ramal do Santo Antônio - Km 5,4 ;MANAUS;RMM;5,40;;km;"  2°44'34.60""S";" 59°55'51.98""W";"  2°42'35.97""S";" 59°56'39.75""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 13.500.000,00;
RMMAO;287;SUB. RAMAL 04 - RAMAL DO SANTO ANTÔNIO ;ESTRADA;PRIMÁRIO;RAMAL DO SANTO ANTÔNIO ;SUB. RAMAL 02 - RAMAL DO SANTO ANTÔNIO - KM 2,5;Início do Sub.Ramal 04 - Ramal do Santo Antônio - Km 2,5 ;Fim do Sub.Ramal 04 - Ramal do Santo Antônio - Km 2,52 ;MANAUS;RMM;2,50;;km;"  2°43'59.16""S";" 59°56'45.96""W";"  2°43'9.68""S";" 59°57'31.58""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 6.250.000,00;
RMMAO;288;SUB. RAMAL 05 - RAMAL DO SANTO ANTÔNIO ;ESTRADA;PRIMÁRIO;RAMAL DO SANTO ANTÔNIO ;RAMAL DO SANTO ANTÔNIO - KM 2,3;Início do Sub.Ramal 05 -  Ramal do Santo Antõnio - Ramal Principal - Km 2,3;Fim do Sub.Ramal 05 - Ramal do Santo Antônio - Km 6,6 ;MANAUS;RMM;6,60;;km;"  2°45'29.26""S";" 59°56'17.41""W";"  2°45'15.60""S";" 59°58'18.61""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 16.500.000,00;
RMMAO;289;RAMAL DEUS POR NÓS ;ESTRADA;PRIMÁRIO;AM-010 ;AM-010 - KM 54,1;Início do Ramal Deus por Nós - Am-010 - Km 54,1;Fim do Ramal Deus por Nós - Km 4,3;MANAUS;RMM;4,30;;km;"  2°44'4.98""S";" 59°53'32.21""W";"  2°43'5.66""S";" 59°54'5.46""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 10.750.000,00;
RMMAO;290;SUB. RAMAL 01 - RAMAL DEUS POR NÓS;ESTRADA;PRIMÁRIO;RAMAL DEUS POR NÓS;RAMAL  DEUS POR NÓS - KM 1,2;Início do Sub.Ramal 01 - Ramal Deus por Nós - Km 1,20;Fim do Sub.Ramal 01 - Ramal Deus por Nós - Km 1;MANAUS;RMM;1,00;;km;"  2°43'52.19""S";" 59°53'58.92""W";"  2°44'5.72""S";" 59°54'22.00""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 2.500.000,00;
RMMAO;291;ESTRADA DA ZF-1;ESTRADA;PRIMÁRIO;AM-010 ;AM-010 - KM 55,4;Início da Estrada ZF- 1 - Am-010 - Km 55,4;Fim da Estrada ZF-1 - Km 32,5 - BR-174;MANAUS;RMM;32,50;;km;"  2°44'5.40""S";" 59°52'54.32""W";"  2°36'59.25""S";" 60° 2'21.94""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;VISITADO;;;;R$ 81.250.000,00;
RMMAO;292;SUB. RAMAL 03 - ESTRADA ZF-1;ESTRADA;PRIMÁRIO;ESTRADA ZF-1 ;ESTRADA ZF-1 - KM 28, 8 ;Início do Sub.Ramal 03 - estrada ZF-1 - Km 28,8;Fim do Sub.Ramal 03 - Estrada ZF-1 - Km 5,1 ;MANAUS;RMM;5,10;;km;"  2°36'32.26""S";" 60° 0'37.07""W";"  2°39'3.83""S";" 60° 0'37.95""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 12.750.000,00;
RMMAO;293;SUB. RAMAL 02 - ESTRADA ZF-1;ESTRADA;PRIMÁRIO;ESTRADA ZF-1 ;ESTRADA ZF-1 - KM 19,7;Início do Sub.Ramal 02 - Estrada ZF-1 Km 19,7;Fim do Sub.Ramal 02 - Estrada ZF-1 - Km 3,5 ;MANAUS;RMM;3,50;;km;"  2°37'14.39""S";" 59°56'27.34""W";"  2°38'36.89""S";" 59°56'56.35""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 8.750.000,00;
RMMAO;294;SUB. RAMAL 01 - ESTRADA ZF-1;ESTRADA;PRIMÁRIO;ESTRADA ZF-1 ;ESTRADA ZF-1 - KM 17,4;Início do Sub.Ramal 01 - Estrada ZF-1 - Km 17,4 ;Fim do Sub.Ramal 01 - Estrada ZF-1 - Km 17,2;MANAUS;RMM;17,20;;km;"  2°36'39.67""S";" 59°55'22.41""W";"  2°31'53.86""S";" 59°49'54.84""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 43.000.000,00;
RMMAO;295;RAMAL DO PARAMAZON;ESTRADA;PRIMÁRIO;AM-010;AM-010 - KM 25,75;Início do Ramal do Paramazon - Am-010 - Perto do Izel Agrocomecial - Km 25,75;Fim do Ramal Paramazon - Km 1;MANAUS;RMM;1,00;;km;"  2°55'8.61""S";" 59°59'46.04""W";"  2°55'27.85""S";" 59°59'21.57""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 2.500.000,00;
RMMAO;296;RAMAL DO SOSSEGO - VILA BOM JESUS ;ESTRADA;PRIMÁRIO;AM-010;AM-010 - KM 27,3;Início do Ramal do Sossego - Vila Bom Jesus - Am-010 - Km 27,3;Fim do Ramal do Sossego - Vila Bom Jesus - Km 0,97;MANAUS;RMM;0,97;;km;"  2°54'52.04""S";" 59°59'2.98""W";"  2°55'21.99""S";" 59°58'53.18""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 2.425.000,00;
RMMAO;297;ESTRADA ZF- 3 ;ESTRADA;PRIMÁRIO;BR-174;BR-174 - KM 63;Início do Ramal da ZF 3 -  BR - 174 - Km 63;Fim do Ramal ZF - 3 - Ramal ZF - 7 -  Km 50;MANAUS;RMM;50,00;;km;"  2°25'27.62""S";" 60° 1'48.68""W";"  2°27'33.85""S";" 59°41'27.50""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;VISITADO;;;;R$ 125.000.000,00;
RMMAO;298;RAMAL COMUNIDADE  23 DE SETEMBRO;ESTRADA;PRIMÁRIO;BR-174;BR-174 - KM 2,80;Início do Ramal Comunidade 23 de Setembro - Br-174 - Km 2,80;Fim do Ramal da Comunidade 23 de Setembro - Am-010 -  Km 2,1;MANAUS;RMM;2,10;;km;"  2°57'19.39""S";" 60° 1'59.43""W";"  2°57'20.11""S";" 60° 0'55.89""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 5.250.000,00;
RMMAO;299;RAMAL DA COMUNIDADE SÃO JOÃO;ESTRADA;PRIMÁRIO;BR-174;BR-174 - KM 3,60;Início do Ramal da Comunidade São João - Br-174 - Km 3,60;Fim do Ramal da Comunidade São João - Ao lado do Mercadinho Aleluia -  Km 1 ;MANAUS;RMM;1,00;;km;"  2°56'53.21""S";" 60° 2'0.49""W";"  2°56'48.72""S";" 60° 1'28.52""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 2.500.000,00;
RMMAO;300;RAMAL DO PONTO 2 ;ESTRADA;PRIMÁRIO;BR-174;BR-174 - KM 4,18;Início do Ramal do Ponto 2 - Br-174 - Km 4,18;Fim do Ramal do Ponto 2 - Km 0,62;MANAUS;RMM;0,62;;km;"  2°56'34.47""S";" 60° 2'1.49""W";"  2°56'31.48""S";" 60° 2'18.15""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 1.550.000,00;
